,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
3046,3046.0,2021-01-27 15:00:45.545255+00:00,x,y,2021-01-30 14:00:00+00:00,2021-01-30 15:55:00+00:00,beta,True,35,0,b-9,3046,11716
4185,4185.0,2021-06-18 08:08:31.094093+00:00,x,y,2021-07-01 13:00:00+00:00,2021-07-01 15:00:00+00:00,alpha,True,35,1,a-9,4185,8650
4816,4816.0,2021-05-28 10:17:57.667895+00:00,x,y,2021-05-30 11:00:00+00:00,2021-05-30 13:00:00+00:00,gamma,True,0,0,c-4,4816,11716
75,75.0,2021-08-27 17:05:34.024709+00:00,x,y,2021-09-16 13:00:00+00:00,2021-09-16 15:00:00+00:00,alpha,True,15,1,a-9,75,8697
2578,2578.0,2021-08-02 11:07:55.855286+00:00,x,y,2021-08-07 16:00:00+00:00,2021-08-07 18:00:00+00:00,alpha,True,15,1,a-23,2578,8697
1919,1919.0,2021-04-19 19:41:44.145835+00:00,x,y,2021-05-15 05:00:00+00:00,2021-05-15 07:00:00+00:00,gamma,True,20,2,c-2,1919,8697
1162,1162.0,2021-07-03 11:13:41.527981+00:00,x,y,2021-07-13 16:00:00+00:00,2021-07-13 18:00:00+00:00,alpha,True,15,1,a-23,1162,8739
2464,2464.0,2021-05-10 08:17:07.922260+00:00,x,y,2021-06-02 15:30:00+00:00,2021-06-02 17:30:00+00:00,alpha,True,15,1,a-7,2464,13097
1735,1735.0,2021-06-18 12:30:02.116788+00:00,x,y,2021-06-20 14:00:00+00:00,2021-06-20 16:00:00+00:00,gamma,True,20,1,c-4,1735,7400
211,211.0,2021-07-28 16:51:42.976142+00:00,x,y,2021-08-09 17:00:00+00:00,2021-08-09 18:59:00+00:00,gamma,True,20,1,c-6,211,9877
1075,1075.0,2021-08-10 19:28:45.863957+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,True,20,2,c-6,1075,9645
2945,2945.0,2021-02-28 16:51:08.806104+00:00,x,y,2021-03-22 14:00:00+00:00,2021-03-22 15:55:00+00:00,beta,True,20,0,b-9,2945,8739
345,345.0,2021-07-21 22:59:34.770301+00:00,x,y,2021-08-11 10:00:00+00:00,2021-08-11 12:00:00+00:00,gamma,True,20,2,c-2,345,10227
1884,1884.0,2021-07-22 06:21:15.494416+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 16:00:00+00:00,gamma,True,20,2,c-4,1884,10227
3526,3526.0,2021-06-11 06:04:15.365312+00:00,x,y,2021-06-15 13:00:00+00:00,2021-06-15 15:00:00+00:00,alpha,True,35,1,a-9,3526,10227
2540,2540.0,2021-02-02 16:57:00.235948+00:00,x,y,2021-02-27 13:00:00+00:00,2021-02-27 15:00:00+00:00,alpha,True,0,0,a-5,2540,10227
3941,3941.0,2021-06-19 17:00:48.668924+00:00,x,y,2021-07-11 16:00:00+00:00,2021-07-11 18:00:00+00:00,alpha,True,35,1,a-23,3941,8697
3192,3192.0,2021-05-27 15:18:25.476304+00:00,x,y,2021-07-17 17:00:00+00:00,2021-07-17 18:59:00+00:00,gamma,True,20,2,c-6,3192,8697
4364,4364.0,2021-08-11 16:46:04.395180+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,alpha,True,20,1,a-7,4364,10227
952,952.0,2021-06-01 20:58:15.384381+00:00,x,y,2021-07-03 13:00:00+00:00,2021-07-03 15:00:00+00:00,alpha,True,35,1,a-9,952,13097
3386,3386.0,2021-08-02 13:13:29.286624+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,True,35,1,a-7,3386,8697
1772,1772.0,2021-05-26 08:52:12.851619+00:00,x,y,2021-07-12 05:00:00+00:00,2021-07-12 07:00:00+00:00,alpha,True,35,1,a-1,1772,9900
658,658.0,2021-02-09 21:24:28.511011+00:00,x,y,2021-03-09 05:00:00+00:00,2021-03-09 07:00:00+00:00,gamma,True,32,1,c-2,658,7400
1135,1135.0,2021-06-30 15:53:18.099099+00:00,x,y,2021-08-03 14:00:00+00:00,2021-08-03 16:00:00+00:00,gamma,True,20,2,c-4,1135,11716
4637,4637.0,2021-06-17 15:17:30.402415+00:00,x,y,2021-06-27 14:00:00+00:00,2021-06-27 16:00:00+00:00,gamma,True,20,2,c-4,4637,8650
4308,4308.0,2021-07-02 21:02:10.317220+00:00,x,y,2021-07-17 10:00:00+00:00,2021-07-17 12:00:00+00:00,alpha,True,15,1,a-7,4308,10227
2517,2517.0,2021-08-30 07:49:00.606445+00:00,x,y,2021-09-20 13:00:00+00:00,2021-09-20 15:00:00+00:00,alpha,True,15,1,a-9,2517,8739
4681,4681.0,2021-02-17 16:30:40.490254+00:00,x,y,2021-02-22 05:00:00+00:00,2021-02-22 07:00:00+00:00,gamma,True,20,2,c-2,4681,8739
1403,1403.0,2021-05-12 10:14:32.220246+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,gamma,True,20,2,c-2,1403,8650
2157,2157.0,2021-03-13 12:41:35.567658+00:00,x,y,2021-03-21 05:00:00+00:00,2021-03-21 07:00:00+00:00,alpha,True,15,1,a-1,2157,11742
1088,1088.0,2021-05-24 15:16:30.919420+00:00,x,y,2021-05-26 13:00:00+00:00,2021-05-26 15:00:00+00:00,alpha,True,35,1,a-5,1088,8739
2117,2117.0,2021-01-06 05:59:49.809192+00:00,x,y,2021-01-07 16:00:00+00:00,2021-01-07 18:10:00+00:00,alpha,True,0,0,a-7,2117,8739
246,246.0,2021-07-24 06:31:33.632986+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,True,20,1,c-6,246,10227
3897,3897.0,2021-08-09 09:57:37.877780+00:00,x,y,2021-08-09 17:00:00+00:00,2021-08-09 18:59:00+00:00,gamma,True,20,2,c-6,3897,8697
2167,2167.0,2021-07-25 10:19:27.454380+00:00,x,y,2021-07-27 04:00:00+00:00,2021-07-27 06:00:00+00:00,alpha,True,35,1,a-1,2167,8697
2100,2100.0,2021-03-12 16:45:14.915907+00:00,x,y,2021-03-16 11:00:00+00:00,2021-03-16 13:00:00+00:00,gamma,True,20,1,c-4,2100,9150
1501,1501.0,2021-07-28 10:09:07.817309+00:00,x,y,2021-08-03 07:00:00+00:00,2021-08-03 09:00:00+00:00,alpha,True,35,1,a-5,1501,9405
4732,4732.0,2021-07-27 04:03:24.935463+00:00,x,y,2021-07-29 07:00:00+00:00,2021-07-29 09:00:00+00:00,alpha,True,15,1,a-5,4732,10227
476,476.0,2021-04-07 06:48:21.160137+00:00,x,y,2021-05-02 17:00:00+00:00,2021-05-02 18:59:00+00:00,gamma,True,20,1,c-6,476,8697
2790,2790.0,2021-07-29 10:11:23.972968+00:00,x,y,2021-08-04 13:00:00+00:00,2021-08-04 15:00:00+00:00,alpha,True,15,1,a-9,2790,10721
828,828.0,2021-07-05 21:03:23.985882+00:00,x,y,2021-07-26 04:00:00+00:00,2021-07-26 06:00:00+00:00,alpha,True,35,1,a-1,828,8697
126,126.0,2021-03-14 16:55:45.630954+00:00,x,y,2021-04-08 05:00:00+00:00,2021-04-08 07:00:00+00:00,alpha,True,15,1,a-1,126,8739
1532,1532.0,2021-06-15 06:16:27.893979+00:00,x,y,2021-09-01 08:00:00+00:00,2021-09-01 09:55:00+00:00,beta,True,20,0,b-67,1532,8739
4559,4559.0,2021-04-30 00:58:38.528102+00:00,x,y,2021-06-02 05:00:00+00:00,2021-06-02 06:55:00+00:00,beta,True,20,0,b-1,4559,9877
2975,2975.0,2021-03-11 17:51:38.622321+00:00,x,y,2021-04-03 11:00:00+00:00,2021-04-03 13:00:00+00:00,gamma,True,20,2,c-4,2975,9877
1509,1509.0,2021-04-23 07:36:13.290560+00:00,x,y,2021-04-27 05:00:00+00:00,2021-04-27 06:55:00+00:00,beta,True,20,0,b-1,1509,8739
2608,2608.0,2021-08-18 21:08:16.948224+00:00,x,y,2021-08-27 10:00:00+00:00,2021-08-27 12:00:00+00:00,gamma,True,20,1,c-2,2608,32545
3940,3940.0,2021-07-01 10:25:12.974549+00:00,x,y,2021-07-12 13:00:00+00:00,2021-07-12 15:00:00+00:00,alpha,True,15,1,a-9,3940,8697
1742,1742.0,2021-07-04 15:28:39.679304+00:00,x,y,2021-07-13 04:00:00+00:00,2021-07-13 06:00:00+00:00,alpha,True,15,1,a-1,1742,8739
2428,2428.0,2021-07-02 19:26:59.056348+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,True,20,1,c-6,2428,13097
4665,4665.0,2021-08-04 13:14:11.685055+00:00,x,y,2021-08-11 11:00:00+00:00,2021-08-11 12:55:00+00:00,beta,True,20,0,b-69,4665,10227
668,668.0,2021-02-21 17:22:04.607193+00:00,x,y,2021-03-13 11:00:00+00:00,2021-03-13 13:00:00+00:00,gamma,True,20,2,c-4,668,10227
4645,4645.0,2021-03-08 11:18:13.274834+00:00,x,y,2021-03-25 15:30:00+00:00,2021-03-25 17:30:00+00:00,alpha,True,35,1,a-7,4645,8697
4112,4112.0,2021-08-17 17:48:57.978216+00:00,x,y,2021-09-30 04:00:00+00:00,2021-09-30 06:00:00+00:00,alpha,True,15,1,a-1,4112,10227
557,557.0,2021-07-03 19:14:58.662409+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 15:55:00+00:00,beta,True,40,0,b-9,557,11716
2751,2751.0,2021-01-28 09:14:49.199272+00:00,x,y,2021-01-30 13:00:00+00:00,2021-01-30 15:00:00+00:00,alpha,True,20,1,a-5,2751,10227
3771,3771.0,2021-08-30 19:49:48.416242+00:00,x,y,2021-08-31 16:00:00+00:00,2021-08-31 18:00:00+00:00,alpha,True,20,1,a-23,3771,8697
1020,1020.0,2021-07-28 09:20:44.983323+00:00,x,y,2021-08-20 10:00:00+00:00,2021-08-20 12:00:00+00:00,gamma,True,20,2,c-2,1020,10227
748,748.0,2021-04-22 17:31:46.597466+00:00,x,y,2021-05-11 16:00:00+00:00,2021-05-11 18:00:00+00:00,alpha,True,15,1,a-7,748,8739
1569,1569.0,2021-08-20 10:04:27.078594+00:00,x,y,2021-09-25 05:00:00+00:00,2021-09-25 06:55:00+00:00,beta,True,40,0,b-1,1569,9877
3987,3987.0,2021-05-23 08:08:31.450912+00:00,x,y,2021-05-26 11:00:00+00:00,2021-05-26 13:00:00+00:00,gamma,True,20,2,c-4,3987,8739
1497,1497.0,2021-08-25 23:29:56.504837+00:00,x,y,2021-10-19 10:35:00+00:00,2021-10-19 12:35:00+00:00,omega,True,20,1,d-3,1497,9405
4011,4011.0,2021-01-09 08:41:50.430353+00:00,x,y,2021-01-10 11:00:00+00:00,2021-01-10 12:55:00+00:00,beta,False,40,0,b-69,4011,8697
1030,1030.0,2021-03-02 18:28:05.539662+00:00,x,y,2021-03-11 13:30:00+00:00,2021-03-11 15:40:00+00:00,alpha,True,35,1,a-5,1030,8739
1179,1179.0,2021-07-30 07:19:36.226688+00:00,x,y,2021-08-10 14:00:00+00:00,2021-08-10 15:55:00+00:00,beta,True,20,0,b-9,1179,10227
4597,4597.0,2021-08-23 00:12:11.744075+00:00,x,y,2021-08-27 16:00:00+00:00,2021-08-27 18:00:00+00:00,alpha,True,20,1,a-9,4597,11716
3159,3159.0,2021-05-04 12:02:30.208286+00:00,x,y,2021-05-17 17:00:00+00:00,2021-05-17 18:59:00+00:00,gamma,True,20,2,c-6,3159,13097
988,988.0,2021-08-29 03:36:28.187161+00:00,x,y,2021-10-20 16:00:00+00:00,2021-10-20 18:00:00+00:00,alpha,True,15,1,a-23,988,8650
1593,1593.0,2021-02-15 07:39:05.986802+00:00,x,y,2021-03-18 08:00:00+00:00,2021-03-18 09:55:00+00:00,beta,True,20,0,b-67,1593,8697
804,804.0,2021-07-13 17:37:59.717969+00:00,x,y,2021-07-17 13:00:00+00:00,2021-07-17 15:00:00+00:00,alpha,True,15,1,a-9,804,8697
4993,4993.0,2021-07-12 19:33:16.312264+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,True,20,2,c-6,4993,8650
2820,2820.0,2021-04-19 12:00:03.020993+00:00,x,y,2021-05-14 14:00:00+00:00,2021-05-14 15:55:00+00:00,beta,True,20,0,b-9,2820,8739
1555,1555.0,2021-05-30 17:26:16.945316+00:00,x,y,2021-06-06 14:00:00+00:00,2021-06-06 15:55:00+00:00,beta,True,20,0,b-9,1555,8650
3067,3067.0,2021-02-10 20:36:23.215548+00:00,x,y,2021-02-11 05:00:00+00:00,2021-02-11 07:00:00+00:00,gamma,True,0,0,c-2,3067,8697
203,203.0,2021-02-03 06:25:25.673702+00:00,x,y,2021-02-22 05:00:00+00:00,2021-02-22 07:00:00+00:00,gamma,True,32,1,c-2,203,10227
3961,3961.0,2021-08-11 09:11:42.428570+00:00,x,y,2021-08-31 10:00:00+00:00,2021-08-31 12:00:00+00:00,gamma,True,20,2,c-2,3961,10227
4018,4018.0,2021-06-01 11:43:54.290946+00:00,x,y,2021-06-04 13:30:00+00:00,2021-06-04 15:30:00+00:00,alpha,True,35,1,a-9,4018,10227
693,693.0,2021-02-14 09:26:21.657287+00:00,x,y,2021-02-19 13:00:00+00:00,2021-02-19 15:00:00+00:00,alpha,True,35,1,a-5,693,10227
762,762.0,2021-06-14 14:47:18.091238+00:00,x,y,2021-07-24 05:00:00+00:00,2021-07-24 06:55:00+00:00,beta,True,20,0,b-1,762,10227
1732,1732.0,2021-01-01 18:44:45.814528+00:00,x,y,2021-01-27 16:00:00+00:00,2021-01-27 18:10:00+00:00,alpha,True,0,0,a-7,1732,8697
3801,3801.0,2021-02-26 18:38:11.360926+00:00,x,y,2021-03-28 11:00:00+00:00,2021-03-28 13:00:00+00:00,gamma,True,20,2,c-4,3801,10227
2331,2331.0,2021-08-21 20:22:28.222213+00:00,x,y,2021-09-26 07:00:00+00:00,2021-09-26 09:00:00+00:00,alpha,True,20,1,a-5,2331,9900
3707,3707.0,2021-03-31 05:09:07.828940+00:00,x,y,2021-04-08 05:00:00+00:00,2021-04-08 07:00:00+00:00,alpha,True,35,1,a-1,3707,8697
3793,3793.0,2021-05-10 06:45:12.826440+00:00,x,y,2021-06-10 05:00:00+00:00,2021-06-10 07:00:00+00:00,alpha,True,15,1,a-1,3793,10227
1995,1995.0,2021-05-27 05:49:30.309503+00:00,x,y,2021-05-31 11:00:00+00:00,2021-05-31 13:00:00+00:00,gamma,True,20,1,c-4,1995,10227
3029,3029.0,2021-05-27 19:55:25.891497+00:00,x,y,2021-05-29 14:00:00+00:00,2021-05-29 15:55:00+00:00,beta,True,20,0,b-9,3029,8739
599,599.0,2021-06-21 01:52:20.912872+00:00,x,y,2021-06-21 04:00:00+00:00,2021-06-21 06:00:00+00:00,alpha,True,15,1,a-1,599,8739
142,142.0,2021-03-13 12:52:40.941407+00:00,x,y,2021-04-07 15:30:00+00:00,2021-04-07 17:30:00+00:00,alpha,True,15,1,a-7,142,8697
915,915.0,2021-01-02 05:27:16.550135+00:00,x,y,2021-01-05 16:00:00+00:00,2021-01-05 18:10:00+00:00,alpha,True,20,1,a-7,915,8650
521,521.0,2021-08-23 10:43:58.015073+00:00,x,y,2021-08-30 17:05:00+00:00,2021-08-30 19:05:00+00:00,omega,True,20,1,d-5,521,10227
3448,3448.0,2021-07-11 13:40:36.225966+00:00,x,y,2021-08-30 17:00:00+00:00,2021-08-30 18:59:00+00:00,gamma,True,20,1,c-6,3448,8739
1167,1167.0,2021-03-18 21:06:10.627933+00:00,x,y,2021-04-08 13:30:00+00:00,2021-04-08 15:30:00+00:00,alpha,True,15,1,a-5,1167,10227
3601,3601.0,2021-06-01 07:05:02.929576+00:00,x,y,2021-06-04 05:00:00+00:00,2021-06-04 07:00:00+00:00,gamma,True,20,1,c-2,3601,8739
1541,1541.0,2021-03-29 14:21:38.158396+00:00,x,y,2021-04-03 11:00:00+00:00,2021-04-03 12:55:00+00:00,beta,True,20,0,b-69,1541,8650
4013,4013.0,2021-08-21 07:29:39.253035+00:00,x,y,2021-08-23 04:40:00+00:00,2021-08-23 06:40:00+00:00,omega,True,20,1,d-1,4013,8650
423,423.0,2021-07-04 01:54:11.318264+00:00,x,y,2021-07-09 16:00:00+00:00,2021-07-09 18:00:00+00:00,alpha,True,35,1,a-23,423,8739
4000,4000.0,2021-07-04 12:12:13.694984+00:00,x,y,2021-07-19 13:00:00+00:00,2021-07-19 15:00:00+00:00,alpha,True,15,1,a-9,4000,10227
601,601.0,2021-08-29 19:39:26.700781+00:00,x,y,2021-10-17 11:00:00+00:00,2021-10-17 12:55:00+00:00,beta,True,20,0,b-69,601,10227
698,698.0,2021-07-18 15:04:59.090228+00:00,x,y,2021-08-01 17:00:00+00:00,2021-08-01 18:59:00+00:00,gamma,True,20,1,c-6,698,7400
2324,2324.0,2021-01-22 20:55:34.477708+00:00,x,y,2021-01-23 11:00:00+00:00,2021-01-23 13:00:00+00:00,gamma,True,32,1,c-4,2324,8739
4063,4063.0,2021-02-15 06:38:17.668757+00:00,x,y,2021-03-13 16:00:00+00:00,2021-03-13 18:10:00+00:00,alpha,True,15,1,a-7,4063,12425
4791,4791.0,2021-07-07 08:18:06.880338+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,True,35,1,a-1,4791,10227
2321,2321.0,2021-08-04 21:18:30.472999+00:00,x,y,2021-08-09 17:00:00+00:00,2021-08-09 18:59:00+00:00,gamma,True,20,1,c-6,2321,8697
4923,4923.0,2021-06-21 00:10:57.444715+00:00,x,y,2021-07-01 04:00:00+00:00,2021-07-01 06:00:00+00:00,alpha,True,35,1,a-1,4923,8650
3789,3789.0,2021-06-10 22:45:22.812644+00:00,x,y,2021-06-15 16:00:00+00:00,2021-06-15 18:00:00+00:00,alpha,True,35,1,a-23,3789,8650
4301,4301.0,2021-04-11 15:04:44.859488+00:00,x,y,2021-04-12 05:00:00+00:00,2021-04-12 07:00:00+00:00,alpha,True,15,1,a-1,4301,10227
301,301.0,2021-04-25 00:27:46.689166+00:00,x,y,2021-05-24 15:30:00+00:00,2021-05-24 17:30:00+00:00,alpha,True,35,1,a-7,301,8650
3032,3032.0,2021-08-23 11:55:51.201787+00:00,x,y,2021-09-14 14:00:00+00:00,2021-09-14 16:00:00+00:00,gamma,True,20,2,c-4,3032,10227
2421,2421.0,2021-04-22 23:32:56.485680+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 07:00:00+00:00,alpha,True,15,1,a-1,2421,8739
4413,4413.0,2021-08-06 07:26:02.548340+00:00,x,y,2021-08-12 16:00:00+00:00,2021-08-12 18:00:00+00:00,alpha,True,15,1,a-23,4413,8739
1872,1872.0,2021-05-16 09:30:33.994969+00:00,x,y,2021-05-31 05:00:00+00:00,2021-05-31 07:00:00+00:00,gamma,True,20,2,c-2,1872,10227
1678,1678.0,2021-02-05 21:18:03.345705+00:00,x,y,2021-03-01 11:00:00+00:00,2021-03-01 13:00:00+00:00,gamma,True,32,2,c-4,1678,8155
173,173.0,2021-01-20 01:03:14.700021+00:00,x,y,2021-02-04 16:00:00+00:00,2021-02-04 17:55:00+00:00,beta,True,20,0,b-19,173,8739
1596,1596.0,2021-05-20 11:58:14.820125+00:00,x,y,2021-05-29 17:00:00+00:00,2021-05-29 18:59:00+00:00,gamma,True,20,2,c-6,1596,8697
1298,1298.0,2021-01-28 05:33:15.929324+00:00,x,y,2021-02-09 16:00:00+00:00,2021-02-09 17:55:00+00:00,beta,True,35,0,b-19,1298,8697
2158,2158.0,2021-05-26 14:06:12.085204+00:00,x,y,2021-06-03 11:00:00+00:00,2021-06-03 12:55:00+00:00,beta,True,20,0,b-69,2158,13097
792,792.0,2021-06-18 11:15:55.255999+00:00,x,y,2021-06-22 16:00:00+00:00,2021-06-22 18:00:00+00:00,alpha,True,15,1,a-23,792,9877
4977,4977.0,2021-03-24 15:52:19.511499+00:00,x,y,2021-03-26 05:00:00+00:00,2021-03-26 07:00:00+00:00,alpha,True,15,1,a-1,4977,10227
3254,3254.0,2021-08-27 16:49:28.288343+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,alpha,True,20,1,a-7,3254,10227
3871,3871.0,2021-02-18 07:17:10.814513+00:00,x,y,2021-03-07 13:30:00+00:00,2021-03-07 15:40:00+00:00,alpha,True,35,1,a-5,3871,14267
2422,2422.0,2021-08-06 07:39:19.092672+00:00,x,y,2021-09-30 17:05:00+00:00,2021-09-30 19:05:00+00:00,omega,True,20,1,d-5,2422,8739
1974,1974.0,2021-08-23 12:30:25.780024+00:00,x,y,2021-09-28 17:00:00+00:00,2021-09-28 18:59:00+00:00,gamma,True,20,1,c-6,1974,10400
4276,4276.0,2021-03-10 09:06:00.414369+00:00,x,y,2021-04-07 13:30:00+00:00,2021-04-07 15:30:00+00:00,alpha,True,35,1,a-5,4276,8697
4016,4016.0,2021-08-17 09:09:55.091236+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,alpha,True,15,1,a-7,4016,10227
3332,3332.0,2021-06-01 16:29:55.730522+00:00,x,y,2021-06-05 05:00:00+00:00,2021-06-05 06:55:00+00:00,beta,True,20,0,b-1,3332,8650
1836,1836.0,2021-07-24 06:49:45.223148+00:00,x,y,2021-08-07 14:00:00+00:00,2021-08-07 16:00:00+00:00,gamma,True,20,2,c-4,1836,8739
608,608.0,2021-07-06 11:07:05.657011+00:00,x,y,2021-07-30 16:00:00+00:00,2021-07-30 18:00:00+00:00,alpha,True,35,1,a-23,608,8739
2467,2467.0,2021-06-10 17:52:57.699633+00:00,x,y,2021-06-27 17:00:00+00:00,2021-06-27 18:59:00+00:00,gamma,True,20,2,c-6,2467,13097
4573,4573.0,2021-05-27 06:18:52.907144+00:00,x,y,2021-06-06 17:00:00+00:00,2021-06-06 18:59:00+00:00,gamma,True,20,2,c-6,4573,10227
3343,3343.0,2021-07-26 03:20:37.904026+00:00,x,y,2021-07-27 14:00:00+00:00,2021-07-27 16:00:00+00:00,gamma,True,20,1,c-4,3343,13097
4507,4507.0,2021-07-10 15:33:56.901064+00:00,x,y,2021-07-26 17:00:00+00:00,2021-07-26 18:59:00+00:00,gamma,True,20,1,c-6,4507,10227
1146,1146.0,2021-01-12 12:05:46.061926+00:00,x,y,2021-01-13 13:00:00+00:00,2021-01-13 15:00:00+00:00,alpha,True,0,0,a-5,1146,8739
1814,1814.0,2021-03-10 18:51:40.398210+00:00,x,y,2021-03-18 05:00:00+00:00,2021-03-18 06:55:00+00:00,beta,True,20,0,b-1,1814,13675
2836,2836.0,2021-08-06 08:24:41.349646+00:00,x,y,2021-08-12 04:00:00+00:00,2021-08-12 06:00:00+00:00,alpha,True,20,1,a-1,2836,7400
3488,3488.0,2021-04-17 07:47:36.973688+00:00,x,y,2021-05-18 14:00:00+00:00,2021-05-18 15:55:00+00:00,beta,True,20,0,b-9,3488,8155
4215,4215.0,2021-07-11 04:57:16.087367+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,alpha,True,35,1,a-7,4215,10227
2675,2675.0,2021-03-16 13:06:37.409143+00:00,x,y,2021-03-20 15:30:00+00:00,2021-03-20 17:30:00+00:00,alpha,True,15,1,a-7,2675,10227
2586,2586.0,2021-02-22 06:19:29.086521+00:00,x,y,2021-03-26 05:15:00+00:00,2021-03-26 07:25:00+00:00,alpha,True,35,1,a-1,2586,10400
4159,4159.0,2021-04-30 00:57:34.384487+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,gamma,True,20,2,c-2,4159,10227
91,91.0,2021-05-30 12:46:21.150788+00:00,x,y,2021-06-13 05:00:00+00:00,2021-06-13 07:00:00+00:00,gamma,True,20,2,c-2,91,8697
2438,2438.0,2021-03-21 20:40:44.364274+00:00,x,y,2021-07-03 15:30:00+00:00,2021-07-03 17:30:00+00:00,alpha,True,15,1,a-7,2438,9405
1060,1060.0,2021-08-17 11:05:47.219630+00:00,x,y,2021-10-31 17:00:00+00:00,2021-10-31 18:59:00+00:00,gamma,True,20,1,c-6,1060,8739
4949,4949.0,2021-03-15 16:53:16.520006+00:00,x,y,2021-03-24 11:00:00+00:00,2021-03-24 12:55:00+00:00,beta,True,20,0,b-69,4949,10227
2033,2033.0,2021-07-06 19:54:12.660876+00:00,x,y,2021-08-01 16:00:00+00:00,2021-08-01 18:00:00+00:00,alpha,True,35,1,a-23,2033,8739
2765,2765.0,2021-05-24 23:43:15.924568+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,alpha,True,15,1,a-1,2765,8650
2697,2697.0,2021-07-01 02:02:00.176308+00:00,x,y,2021-07-18 17:00:00+00:00,2021-07-18 18:59:00+00:00,gamma,True,20,2,c-6,2697,8697
191,191.0,2021-05-04 18:56:16.680976+00:00,x,y,2021-05-12 05:00:00+00:00,2021-05-12 07:00:00+00:00,gamma,True,20,1,c-2,191,7400
782,782.0,2021-02-17 05:07:05.754509+00:00,x,y,2021-02-23 05:00:00+00:00,2021-02-23 06:55:00+00:00,beta,True,20,0,b-1,782,8650
1989,1989.0,2021-07-15 14:25:28.866410+00:00,x,y,2021-08-02 17:00:00+00:00,2021-08-02 18:59:00+00:00,gamma,True,20,1,c-6,1989,10227
4254,4254.0,2021-03-13 18:06:39.253616+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 07:00:00+00:00,gamma,True,20,1,c-2,4254,8739
2284,2284.0,2021-05-03 11:18:19.106808+00:00,x,y,2021-05-22 11:00:00+00:00,2021-05-22 13:00:00+00:00,gamma,True,0,0,c-4,2284,7400
2064,2064.0,2021-06-18 04:52:02.501536+00:00,x,y,2021-06-23 04:00:00+00:00,2021-06-23 06:00:00+00:00,alpha,True,35,1,a-1,2064,10227
2658,2658.0,2021-01-13 17:07:20.280558+00:00,x,y,2021-01-17 05:15:00+00:00,2021-01-17 07:25:00+00:00,alpha,True,0,0,a-1,2658,13097
3161,3161.0,2021-08-16 13:51:09.579332+00:00,x,y,2021-08-23 16:00:00+00:00,2021-08-23 18:00:00+00:00,alpha,True,20,1,a-23,3161,13097
3631,3631.0,2021-05-04 13:56:06.207954+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,gamma,True,20,1,c-2,3631,8739
3350,3350.0,2021-05-08 03:06:08.103783+00:00,x,y,2021-05-10 05:00:00+00:00,2021-05-10 07:00:00+00:00,gamma,True,20,2,c-2,3350,8697
514,514.0,2021-02-01 10:49:04.881346+00:00,x,y,2021-02-25 13:30:00+00:00,2021-02-25 15:40:00+00:00,alpha,True,20,1,a-5,514,10227
2067,2067.0,2021-07-25 14:55:35.425849+00:00,x,y,2021-08-10 05:00:00+00:00,2021-08-10 06:55:00+00:00,beta,True,20,0,b-1,2067,9150
1105,1105.0,2021-07-14 01:56:03.786159+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,15,1,a-1,1105,9877
4508,4508.0,2021-03-20 19:27:41.690291+00:00,x,y,2021-03-27 13:30:00+00:00,2021-03-27 15:30:00+00:00,alpha,True,15,1,a-5,4508,10227
1427,1427.0,2021-08-19 03:48:17.904780+00:00,x,y,2021-08-20 05:30:00+00:00,2021-08-20 07:30:00+00:00,gamma,True,20,2,c-2,1427,14267
4223,4223.0,2021-06-06 08:54:48.628400+00:00,x,y,2021-06-15 04:00:00+00:00,2021-06-15 06:00:00+00:00,alpha,True,35,1,a-1,4223,11716
4075,4075.0,2021-08-05 12:29:15.899634+00:00,x,y,2021-08-13 13:15:00+00:00,2021-08-13 15:15:00+00:00,alpha,True,15,1,a-9,4075,10665
