Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
2428,2021-07-02 19:26:59.056348+00:00,x,y,2021-07-16 17:00:00+00:00,2021-07-16 18:59:00+00:00,gamma,TRUE,20,1,c-6
2429,2021-07-15 12:16:22.171673+00:00,x,y,2021-07-29 13:00:00+00:00,2021-07-29 15:00:00+00:00,alpha,TRUE,35,1,a-9
2430,2021-05-09 05:05:36.088493+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 06:55:00+00:00,beta,TRUE,20,0,b-1
2431,2021-03-07 10:57:37.773125+00:00,x,y,2021-03-12 11:00:00+00:00,2021-03-12 12:55:00+00:00,beta,TRUE,20,0,b-69
2432,2021-07-06 17:24:49.290652+00:00,x,y,2021-11-30 05:00:00+00:00,2021-11-30 06:55:00+00:00,beta,TRUE,40,0,b-1
2433,2021-07-25 13:35:58.612132+00:00,x,y,2021-08-09 04:00:00+00:00,2021-08-09 06:00:00+00:00,alpha,TRUE,35,1,a-1
2434,2021-08-30 12:48:56.261036+00:00,x,y,2021-09-01 13:00:00+00:00,2021-09-01 15:00:00+00:00,alpha,TRUE,20,1,a-9
2435,2021-08-09 01:25:30.349416+00:00,x,y,2021-08-21 04:00:00+00:00,2021-08-21 06:00:00+00:00,alpha,TRUE,15,1,a-1
2436,2021-02-27 10:41:19.961736+00:00,x,y,2021-02-27 17:00:00+00:00,2021-02-27 18:59:00+00:00,gamma,TRUE,20,1,c-6
2437,2021-01-11 21:32:28.286060+00:00,x,y,2021-01-18 16:00:00+00:00,2021-01-18 18:10:00+00:00,alpha,TRUE,0,0,a-7
2438,2021-03-21 20:40:44.364274+00:00,x,y,2021-07-03 15:30:00+00:00,2021-07-03 17:30:00+00:00,alpha,TRUE,15,1,a-7
2439,2021-01-15 11:55:50.698857+00:00,x,y,2021-02-05 05:00:00+00:00,2021-02-05 07:00:00+00:00,gamma,TRUE,32,1,c-2
2440,2021-06-21 16:14:14.742599+00:00,x,y,2021-07-07 14:00:00+00:00,2021-07-07 16:00:00+00:00,gamma,TRUE,20,2,c-4
2441,2021-07-06 07:25:07.637410+00:00,x,y,2021-07-28 04:00:00+00:00,2021-07-28 06:00:00+00:00,alpha,TRUE,15,1,a-1
2442,2021-06-16 19:35:01.945731+00:00,x,y,2021-06-25 17:00:00+00:00,2021-06-25 18:59:00+00:00,gamma,TRUE,20,2,c-6
2443,2021-08-18 12:22:12.137089+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,alpha,TRUE,20,1,a-7
2444,2021-08-19 20:21:06.099130+00:00,x,y,2021-09-02 14:00:00+00:00,2021-09-02 16:00:00+00:00,gamma,TRUE,20,2,c-4
2445,2021-08-23 11:23:43.199603+00:00,x,y,2021-08-26 13:00:00+00:00,2021-08-26 15:00:00+00:00,alpha,TRUE,15,1,a-9
2446,2021-08-10 08:53:19.840349+00:00,x,y,2021-08-19 07:00:00+00:00,2021-08-19 09:00:00+00:00,alpha,TRUE,15,1,a-5
2447,2021-08-29 13:13:24.564025+00:00,x,y,2021-08-30 07:00:00+00:00,2021-08-30 09:00:00+00:00,alpha,TRUE,20,1,a-5
2448,2021-06-13 21:12:03.757505+00:00,x,y,2021-06-15 17:00:00+00:00,2021-06-15 18:59:00+00:00,gamma,TRUE,20,2,c-6
2449,2021-04-07 15:35:49.091276+00:00,x,y,2021-04-18 17:00:00+00:00,2021-04-18 18:59:00+00:00,gamma,TRUE,20,2,c-6
2450,2021-05-29 00:48:16.758295+00:00,x,y,2021-06-30 13:00:00+00:00,2021-06-30 15:00:00+00:00,alpha,TRUE,15,1,a-5
2451,2021-07-23 09:23:26.944097+00:00,x,y,2021-08-06 07:00:00+00:00,2021-08-06 09:00:00+00:00,alpha,TRUE,35,1,a-5
2452,2021-07-15 20:23:48.458287+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,alpha,TRUE,15,1,a-7
2453,2021-06-24 23:36:29.865425+00:00,x,y,2021-06-27 14:00:00+00:00,2021-06-27 16:00:00+00:00,gamma,TRUE,20,2,c-4
2454,2021-07-26 04:11:00.533382+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,TRUE,20,1,c-4
2455,2021-06-11 19:36:50.679317+00:00,x,y,2021-06-19 04:00:00+00:00,2021-06-19 06:00:00+00:00,alpha,TRUE,35,1,a-1
2456,2021-07-30 09:17:57.264108+00:00,x,y,2021-08-03 07:00:00+00:00,2021-08-03 09:00:00+00:00,alpha,TRUE,15,1,a-5
2457,2021-07-27 09:12:45.238873+00:00,x,y,2021-08-11 05:00:00+00:00,2021-08-11 06:55:00+00:00,beta,TRUE,20,0,b-1
2458,2021-07-19 18:22:50.980678+00:00,x,y,2021-07-24 16:00:00+00:00,2021-07-24 18:00:00+00:00,alpha,TRUE,15,1,a-23
2459,2021-07-14 07:06:33.943034+00:00,x,y,2021-07-16 15:00:00+00:00,2021-07-16 16:55:00+00:00,beta,TRUE,40,0,b-319
2460,2021-06-16 18:35:30.223041+00:00,x,y,2021-08-29 14:00:00+00:00,2021-08-29 15:55:00+00:00,beta,TRUE,20,0,b-9
2461,2021-07-20 18:17:50.545788+00:00,x,y,2021-07-26 14:00:00+00:00,2021-07-26 16:00:00+00:00,gamma,TRUE,20,2,c-4
2462,2021-04-19 18:49:40.467432+00:00,x,y,2021-08-03 14:00:00+00:00,2021-08-03 15:55:00+00:00,beta,TRUE,20,0,b-9
2463,2021-08-19 18:58:22.788187+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 07:00:00+00:00,alpha,TRUE,15,1,a-1
2464,2021-05-10 08:17:07.922260+00:00,x,y,2021-06-02 15:30:00+00:00,2021-06-02 17:30:00+00:00,alpha,TRUE,15,1,a-7
2465,2021-07-25 05:23:59.804263+00:00,x,y,2021-07-26 10:00:00+00:00,2021-07-26 12:00:00+00:00,gamma,TRUE,20,2,c-2
2466,2021-04-10 07:10:50.977848+00:00,x,y,2021-04-12 14:00:00+00:00,2021-04-12 15:55:00+00:00,beta,TRUE,40,0,b-9
2467,2021-06-10 17:52:57.699633+00:00,x,y,2021-06-27 17:00:00+00:00,2021-06-27 18:59:00+00:00,gamma,TRUE,20,2,c-6
2468,2021-01-20 07:08:00.399269+00:00,x,y,2021-02-10 11:00:00+00:00,2021-02-10 13:00:00+00:00,gamma,TRUE,32,2,c-4
2469,2021-07-04 19:49:26.840232+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 15:55:00+00:00,beta,TRUE,40,0,b-9
2470,2021-06-17 18:49:06.782897+00:00,x,y,2021-07-01 14:00:00+00:00,2021-07-01 15:55:00+00:00,beta,TRUE,20,0,b-9
2471,2021-07-03 15:11:45.057128+00:00,x,y,2021-07-13 10:00:00+00:00,2021-07-13 12:00:00+00:00,alpha,TRUE,35,1,a-7
2472,2021-08-22 15:53:03.844233+00:00,x,y,2021-08-27 04:40:00+00:00,2021-08-27 06:40:00+00:00,omega,TRUE,20,1,d-1
2473,2021-08-11 23:18:00.059436+00:00,x,y,2021-08-13 14:00:00+00:00,2021-08-13 15:55:00+00:00,beta,TRUE,40,0,b-9
2474,2021-08-01 14:09:11.033851+00:00,x,y,2021-08-02 07:00:00+00:00,2021-08-02 09:00:00+00:00,alpha,TRUE,15,1,a-5
2475,2021-05-26 18:38:43.411714+00:00,x,y,2021-06-05 17:00:00+00:00,2021-06-05 18:59:00+00:00,gamma,TRUE,20,1,c-6
2476,2021-07-12 12:17:58.678797+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,TRUE,15,1,a-9
2477,2021-08-06 11:32:54.534568+00:00,x,y,2021-08-13 17:00:00+00:00,2021-08-13 18:59:00+00:00,gamma,TRUE,20,1,c-6
2478,2021-04-16 11:12:49.843307+00:00,x,y,2021-04-20 11:00:00+00:00,2021-04-20 13:00:00+00:00,gamma,TRUE,20,1,c-4
2479,2021-07-22 19:20:07.828693+00:00,x,y,2021-08-06 16:00:00+00:00,2021-08-06 18:00:00+00:00,alpha,TRUE,15,1,a-23
2480,2021-06-05 08:03:10.534759+00:00,x,y,2021-06-26 07:00:00+00:00,2021-06-26 09:00:00+00:00,alpha,TRUE,15,1,a-5
2481,2021-02-20 05:14:43.636320+00:00,x,y,2021-03-14 17:00:00+00:00,2021-03-14 18:59:00+00:00,gamma,TRUE,20,1,c-6
2482,2021-06-05 10:04:46.004952+00:00,x,y,2021-07-23 16:00:00+00:00,2021-07-23 18:00:00+00:00,alpha,TRUE,15,1,a-23
2483,2021-08-08 12:07:25.939240+00:00,x,y,2021-08-31 10:00:00+00:00,2021-08-31 12:00:00+00:00,alpha,TRUE,15,1,a-7
2484,2021-08-21 16:06:02.106402+00:00,x,y,2021-08-25 16:00:00+00:00,2021-08-25 18:00:00+00:00,alpha,TRUE,15,1,a-23
2485,2021-02-04 06:10:59.647764+00:00,x,y,2021-02-15 14:00:00+00:00,2021-02-15 15:55:00+00:00,beta,TRUE,35,0,b-9
2486,2021-06-12 15:14:29.139206+00:00,x,y,2021-06-26 14:00:00+00:00,2021-06-26 16:00:00+00:00,gamma,TRUE,20,2,c-4
2487,2021-07-26 09:13:42.121856+00:00,x,y,2021-07-29 11:00:00+00:00,2021-07-29 12:55:00+00:00,beta,TRUE,40,0,b-69
2488,2021-08-09 18:29:21.913140+00:00,x,y,2021-08-19 07:00:00+00:00,2021-08-19 09:00:00+00:00,alpha,TRUE,15,1,a-5
2489,2021-08-16 14:18:22.624717+00:00,x,y,2021-08-18 11:00:00+00:00,2021-08-18 12:55:00+00:00,beta,TRUE,40,0,b-69
2490,2021-06-09 10:10:08.318144+00:00,x,y,2021-06-26 07:00:00+00:00,2021-06-26 09:00:00+00:00,alpha,TRUE,15,1,a-5
2491,2021-06-30 18:25:03.891197+00:00,x,y,2021-07-12 13:00:00+00:00,2021-07-12 15:00:00+00:00,alpha,TRUE,15,1,a-9
2492,2021-08-02 11:08:06.646565+00:00,x,y,2021-08-09 05:00:00+00:00,2021-08-09 06:55:00+00:00,beta,TRUE,40,0,b-1
2493,2021-08-20 23:58:47.319015+00:00,x,y,2021-08-21 11:00:00+00:00,2021-08-21 13:00:00+00:00,gamma,TRUE,20,1,c-4
2494,2021-07-22 13:03:20.068785+00:00,x,y,2021-07-29 17:00:00+00:00,2021-07-29 18:59:00+00:00,gamma,TRUE,20,2,c-6
2495,2021-06-03 17:49:05.595944+00:00,x,y,2021-07-14 04:00:00+00:00,2021-07-14 06:00:00+00:00,alpha,TRUE,15,1,a-1
2496,2021-02-04 19:08:45.212309+00:00,x,y,2021-02-18 05:15:00+00:00,2021-02-18 07:25:00+00:00,alpha,TRUE,0,0,a-1
2497,2021-07-13 09:38:21.894575+00:00,x,y,2021-07-26 13:00:00+00:00,2021-07-26 15:00:00+00:00,alpha,TRUE,35,1,a-9
2498,2021-02-10 07:06:56.752557+00:00,x,y,2021-02-22 13:00:00+00:00,2021-02-22 15:00:00+00:00,alpha,TRUE,20,1,a-5
2499,2021-06-15 09:50:02.432249+00:00,x,y,2021-07-21 07:00:00+00:00,2021-07-21 09:00:00+00:00,alpha,TRUE,15,1,a-5
2500,2021-07-10 11:42:38.980453+00:00,x,y,2021-07-21 16:00:00+00:00,2021-07-21 18:00:00+00:00,alpha,TRUE,15,1,a-23
2501,2021-07-12 17:51:11.152413+00:00,x,y,2021-07-13 16:00:00+00:00,2021-07-13 18:00:00+00:00,alpha,TRUE,35,1,a-23
2502,2021-07-26 18:34:08.900409+00:00,x,y,2021-08-03 07:00:00+00:00,2021-08-03 09:00:00+00:00,alpha,TRUE,35,1,a-5
2503,2021-06-14 18:43:33.408337+00:00,x,y,2021-06-20 17:00:00+00:00,2021-06-20 18:59:00+00:00,gamma,TRUE,20,1,c-6
2504,2021-05-20 17:30:31.836402+00:00,x,y,2021-05-21 11:00:00+00:00,2021-05-21 13:00:00+00:00,gamma,TRUE,20,1,c-4
2505,2021-05-26 15:58:54.781303+00:00,x,y,2021-07-09 10:00:00+00:00,2021-07-09 12:00:00+00:00,alpha,TRUE,35,1,a-9
2506,2021-07-27 20:55:40.365217+00:00,x,y,2021-08-01 05:00:00+00:00,2021-08-01 06:55:00+00:00,beta,TRUE,40,0,b-1
2507,2021-02-02 13:15:29.877876+00:00,x,y,2021-02-28 11:00:00+00:00,2021-02-28 13:00:00+00:00,gamma,TRUE,32,1,c-4
2508,2021-07-02 02:45:30.712697+00:00,x,y,2021-07-14 14:00:00+00:00,2021-07-14 16:00:00+00:00,gamma,TRUE,20,2,c-4
2509,2021-02-10 16:55:11.153579+00:00,x,y,2021-02-16 14:00:00+00:00,2021-02-16 15:55:00+00:00,beta,TRUE,35,0,b-9
2510,2021-08-16 09:58:00.119293+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,TRUE,20,1,a-7
2511,2021-08-25 19:34:30.277199+00:00,x,y,2021-09-11 05:00:00+00:00,2021-09-11 06:55:00+00:00,beta,TRUE,20,0,b-1
2512,2021-06-10 16:07:38.710430+00:00,x,y,2021-06-17 13:00:00+00:00,2021-06-17 15:00:00+00:00,alpha,TRUE,15,1,a-9
2513,2021-07-04 16:43:33.288188+00:00,x,y,2021-07-12 10:00:00+00:00,2021-07-12 12:00:00+00:00,alpha,TRUE,15,1,a-7
2514,2021-03-04 21:25:56.429510+00:00,x,y,2021-04-02 15:30:00+00:00,2021-04-02 17:30:00+00:00,alpha,TRUE,35,1,a-7
2515,2021-07-08 13:40:30.706648+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 15:55:00+00:00,beta,TRUE,40,0,b-9
2516,2021-05-03 07:56:46.470628+00:00,x,y,2021-05-23 11:00:00+00:00,2021-05-23 12:55:00+00:00,beta,TRUE,20,0,b-69
2517,2021-08-30 07:49:00.606445+00:00,x,y,2021-09-20 13:00:00+00:00,2021-09-20 15:00:00+00:00,alpha,TRUE,15,1,a-9
2518,2021-08-19 19:04:01.805714+00:00,x,y,2021-09-01 17:00:00+00:00,2021-09-01 18:59:00+00:00,gamma,TRUE,20,2,c-6
2519,2021-08-19 02:31:00.203367+00:00,x,y,2021-09-01 10:35:00+00:00,2021-09-01 12:35:00+00:00,omega,TRUE,20,1,d-3
2520,2021-06-10 20:38:38.862953+00:00,x,y,2021-06-24 11:00:00+00:00,2021-06-24 13:00:00+00:00,gamma,TRUE,20,2,c-4
2521,2021-07-17 13:21:19.522888+00:00,x,y,2021-07-19 10:00:00+00:00,2021-07-19 12:00:00+00:00,alpha,TRUE,15,1,a-7
2522,2021-01-20 18:09:47.098416+00:00,x,y,2021-01-21 05:00:00+00:00,2021-01-21 07:00:00+00:00,gamma,TRUE,32,1,c-2
2523,2021-07-30 15:54:09.057678+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,TRUE,20,1,c-4
2524,2021-04-19 17:48:18.962277+00:00,x,y,2021-04-29 13:30:00+00:00,2021-04-29 15:30:00+00:00,alpha,TRUE,35,1,a-5
2525,2021-08-23 09:32:30.382020+00:00,x,y,2021-09-04 14:00:00+00:00,2021-09-04 16:00:00+00:00,gamma,TRUE,20,2,c-4
2526,2021-06-28 12:16:22.689022+00:00,x,y,2021-06-29 07:00:00+00:00,2021-06-29 09:00:00+00:00,alpha,TRUE,15,1,a-5
2527,2021-05-24 15:17:13.294304+00:00,x,y,2021-06-23 05:00:00+00:00,2021-06-23 07:00:00+00:00,alpha,TRUE,15,1,a-1
2528,2021-03-12 17:58:25.320411+00:00,x,y,2021-03-25 13:30:00+00:00,2021-03-25 15:30:00+00:00,alpha,TRUE,35,1,a-5
2529,2021-07-20 08:05:01.158434+00:00,x,y,2021-08-03 14:00:00+00:00,2021-08-03 15:55:00+00:00,beta,TRUE,40,0,b-9
2530,2021-07-04 04:13:10.365473+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,TRUE,15,1,a-1
2531,2021-07-17 11:34:19.717518+00:00,x,y,2021-07-18 04:00:00+00:00,2021-07-18 06:00:00+00:00,alpha,TRUE,35,1,a-1
2532,2021-06-22 18:44:58.220290+00:00,x,y,2021-06-25 16:00:00+00:00,2021-06-25 18:00:00+00:00,alpha,TRUE,35,1,a-23
2533,2021-01-04 06:44:25.129731+00:00,x,y,2021-01-31 13:00:00+00:00,2021-01-31 15:00:00+00:00,alpha,TRUE,0,0,a-5
2534,2021-05-24 14:11:12.914950+00:00,x,y,2021-06-14 13:00:00+00:00,2021-06-14 15:00:00+00:00,alpha,TRUE,35,1,a-5
2535,2021-04-29 16:14:01.130800+00:00,x,y,2021-05-18 17:00:00+00:00,2021-05-18 18:59:00+00:00,gamma,TRUE,20,2,c-6
2536,2021-07-25 16:40:28.633199+00:00,x,y,2021-07-27 10:00:00+00:00,2021-07-27 12:00:00+00:00,gamma,TRUE,20,1,c-2
2537,2021-06-21 07:19:53.498941+00:00,x,y,2021-06-23 07:00:00+00:00,2021-06-23 09:00:00+00:00,alpha,TRUE,35,1,a-5
2538,2021-02-25 11:54:57.969460+00:00,x,y,2021-03-14 11:00:00+00:00,2021-03-14 13:00:00+00:00,gamma,TRUE,20,1,c-4
2539,2021-07-12 16:41:20.843659+00:00,x,y,2021-08-08 13:00:00+00:00,2021-08-08 15:00:00+00:00,alpha,TRUE,15,1,a-9
2540,2021-02-02 16:57:00.235948+00:00,x,y,2021-02-27 13:00:00+00:00,2021-02-27 15:00:00+00:00,alpha,TRUE,0,0,a-5
2541,2021-04-30 06:58:47.658330+00:00,x,y,2021-05-06 05:00:00+00:00,2021-05-06 07:00:00+00:00,gamma,TRUE,0,0,c-2
2542,2021-07-27 19:36:56.297836+00:00,x,y,2021-08-20 07:00:00+00:00,2021-08-20 09:00:00+00:00,alpha,TRUE,35,1,a-5
2543,2021-06-19 09:42:48.419445+00:00,x,y,2021-07-29 17:00:00+00:00,2021-07-29 18:59:00+00:00,gamma,TRUE,20,2,c-6
2544,2021-08-23 18:47:34.409070+00:00,x,y,2021-09-05 07:00:00+00:00,2021-09-05 09:00:00+00:00,alpha,TRUE,20,1,a-5
2545,2021-03-12 10:09:45.696518+00:00,x,y,2021-03-15 05:00:00+00:00,2021-03-15 07:00:00+00:00,gamma,TRUE,20,1,c-2
2546,2021-06-24 21:13:22.688792+00:00,x,y,2021-08-09 09:45:00+00:00,2021-08-09 11:45:00+00:00,gamma,TRUE,20,2,c-2
2547,2021-02-12 13:19:52.239777+00:00,x,y,2021-02-14 05:00:00+00:00,2021-02-14 07:00:00+00:00,gamma,TRUE,32,2,c-2
2548,2021-03-17 08:37:02.535810+00:00,x,y,2021-03-24 13:30:00+00:00,2021-03-24 15:30:00+00:00,alpha,TRUE,15,1,a-5
2549,2021-05-28 17:35:18.945634+00:00,x,y,2021-06-01 14:00:00+00:00,2021-06-01 15:55:00+00:00,beta,TRUE,20,0,b-9
2550,2021-08-18 18:02:06.579841+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,TRUE,20,2,c-4
2551,2021-05-20 17:18:50.658669+00:00,x,y,2021-05-30 05:00:00+00:00,2021-05-30 07:00:00+00:00,gamma,TRUE,20,1,c-2
2552,2021-06-14 16:48:24.019081+00:00,x,y,2021-06-15 07:00:00+00:00,2021-06-15 09:00:00+00:00,alpha,TRUE,35,1,a-5
2553,2021-08-08 19:13:26.331632+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,gamma,TRUE,20,1,c-2
2554,2021-08-15 15:50:14.263898+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 06:55:00+00:00,beta,TRUE,40,0,b-1
2555,2021-08-21 03:47:02.764362+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 15:55:00+00:00,beta,TRUE,40,0,b-9
2556,2021-05-28 02:27:18.809712+00:00,x,y,2021-06-08 13:00:00+00:00,2021-06-08 15:00:00+00:00,alpha,TRUE,35,1,a-5
2557,2021-06-02 16:21:44.017378+00:00,x,y,2021-06-10 05:00:00+00:00,2021-06-10 07:00:00+00:00,gamma,TRUE,20,1,c-2
2558,2021-07-05 05:42:36.788510+00:00,x,y,2021-07-26 04:00:00+00:00,2021-07-26 06:00:00+00:00,alpha,TRUE,15,1,a-1
2559,2021-08-07 16:51:15.197654+00:00,x,y,2021-08-15 10:00:00+00:00,2021-08-15 12:00:00+00:00,alpha,TRUE,15,1,a-7
2560,2021-06-14 13:35:46.833082+00:00,x,y,2021-06-29 16:00:00+00:00,2021-06-29 18:00:00+00:00,alpha,TRUE,15,1,a-23
2561,2021-07-14 19:46:00.006226+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 16:00:00+00:00,gamma,TRUE,20,2,c-4
2562,2021-04-23 06:20:56.823828+00:00,x,y,2021-05-19 17:00:00+00:00,2021-05-19 18:59:00+00:00,gamma,TRUE,20,1,c-6
2563,2021-05-15 16:15:21.908921+00:00,x,y,2021-06-10 05:00:00+00:00,2021-06-10 07:00:00+00:00,alpha,TRUE,15,1,a-1
2564,2021-02-01 19:12:30.358235+00:00,x,y,2021-03-31 17:00:00+00:00,2021-03-31 18:59:00+00:00,gamma,TRUE,32,2,c-6
2565,2021-04-27 10:13:45.738571+00:00,x,y,2021-05-03 16:00:00+00:00,2021-05-03 18:00:00+00:00,alpha,TRUE,35,1,a-7
2566,2021-08-18 13:25:00.317856+00:00,x,y,2021-08-19 07:00:00+00:00,2021-08-19 09:00:00+00:00,alpha,TRUE,15,1,a-5
2567,2021-08-18 17:43:23.971202+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,gamma,TRUE,20,2,c-2
2568,2021-08-04 12:03:47.067961+00:00,x,y,2021-11-21 07:00:00+00:00,2021-11-21 09:00:00+00:00,alpha,TRUE,20,1,a-5
2569,2021-01-02 08:30:29.543182+00:00,x,y,2021-01-05 05:00:00+00:00,2021-01-05 06:55:00+00:00,beta,FALSE,20,0,b-1
2570,2021-07-19 06:49:43.223199+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,gamma,TRUE,20,1,c-2
2571,2021-02-19 20:02:56.726911+00:00,x,y,2021-02-20 05:00:00+00:00,2021-02-20 07:00:00+00:00,gamma,TRUE,20,2,c-2
2572,2021-07-31 16:20:50.551585+00:00,x,y,2021-08-11 14:00:00+00:00,2021-08-11 16:00:00+00:00,gamma,TRUE,20,1,c-4
2573,2021-06-25 12:10:56.813556+00:00,x,y,2021-07-27 05:00:00+00:00,2021-07-27 06:55:00+00:00,beta,TRUE,40,0,b-1
2574,2021-07-18 07:14:18.557104+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 15:55:00+00:00,beta,TRUE,40,0,b-9
2575,2021-03-09 00:17:18.270311+00:00,x,y,2021-03-10 17:00:00+00:00,2021-03-10 18:59:00+00:00,gamma,TRUE,20,1,c-6
2576,2021-06-12 07:03:02.689590+00:00,x,y,2021-06-15 07:00:00+00:00,2021-06-15 09:00:00+00:00,alpha,TRUE,35,1,a-5
2577,2021-04-30 11:56:50.075949+00:00,x,y,2021-06-18 15:30:00+00:00,2021-06-18 17:30:00+00:00,alpha,TRUE,35,1,a-7
2578,2021-08-02 11:07:55.855286+00:00,x,y,2021-08-07 16:00:00+00:00,2021-08-07 18:00:00+00:00,alpha,TRUE,15,1,a-23
2579,2021-01-14 08:27:07.253729+00:00,x,y,2021-01-14 16:00:00+00:00,2021-01-14 17:55:00+00:00,beta,FALSE,40,0,b-19
2580,2021-07-31 07:13:58.900913+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 15:55:00+00:00,beta,TRUE,40,0,b-9
2581,2021-07-01 06:40:19.772427+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 15:55:00+00:00,beta,TRUE,40,0,b-9
2582,2021-08-28 10:24:31.465867+00:00,x,y,2021-09-03 10:00:00+00:00,2021-09-03 12:00:00+00:00,alpha,TRUE,20,1,a-7
2583,2021-06-04 16:05:57.210670+00:00,x,y,2021-06-14 10:30:00+00:00,2021-06-14 12:25:00+00:00,beta,TRUE,20,0,b-69
2584,2021-04-29 00:18:24.185675+00:00,x,y,2021-05-09 13:30:00+00:00,2021-05-09 15:30:00+00:00,alpha,TRUE,15,1,a-5
2585,2021-08-07 04:40:39.451323+00:00,x,y,2021-08-09 13:00:00+00:00,2021-08-09 15:00:00+00:00,alpha,TRUE,15,1,a-9
2586,2021-02-22 06:19:29.086521+00:00,x,y,2021-03-26 05:15:00+00:00,2021-03-26 07:25:00+00:00,alpha,TRUE,35,1,a-1
2587,2021-06-23 12:17:11.104425+00:00,x,y,2021-07-02 05:00:00+00:00,2021-07-02 07:00:00+00:00,alpha,TRUE,15,1,a-1
2588,2021-07-07 05:05:01.282986+00:00,x,y,2021-08-22 09:45:00+00:00,2021-08-22 11:45:00+00:00,gamma,TRUE,20,2,c-2
2589,2021-05-25 07:18:22.093346+00:00,x,y,2021-05-26 17:00:00+00:00,2021-05-26 18:59:00+00:00,gamma,TRUE,20,1,c-6
2590,2021-05-31 15:55:26.400213+00:00,x,y,2021-06-05 17:00:00+00:00,2021-06-05 18:59:00+00:00,gamma,TRUE,20,1,c-6
2591,2021-07-13 19:14:35.075099+00:00,x,y,2021-08-03 09:45:00+00:00,2021-08-03 11:45:00+00:00,gamma,TRUE,20,1,c-2
2592,2021-08-12 03:42:44.799341+00:00,x,y,2021-08-12 17:05:00+00:00,2021-08-12 19:05:00+00:00,omega,TRUE,20,1,d-5
2593,2021-07-03 08:45:26.303215+00:00,x,y,2021-07-09 09:45:00+00:00,2021-07-09 11:45:00+00:00,gamma,TRUE,20,1,c-2
2594,2021-05-31 16:17:44.993508+00:00,x,y,2021-06-14 11:00:00+00:00,2021-06-14 13:00:00+00:00,gamma,TRUE,20,1,c-4
2595,2021-07-16 13:42:11.969143+00:00,x,y,2021-08-22 05:00:00+00:00,2021-08-22 06:55:00+00:00,beta,TRUE,20,0,b-1
2596,2021-07-24 17:59:09.825095+00:00,x,y,2021-08-05 04:00:00+00:00,2021-08-05 06:00:00+00:00,alpha,TRUE,35,1,a-1
2597,2021-08-31 16:41:58.191854+00:00,x,y,2021-12-23 13:00:00+00:00,2021-12-23 15:00:00+00:00,alpha,TRUE,15,1,a-9
2598,2021-04-11 05:28:01.149644+00:00,x,y,2021-04-17 13:30:00+00:00,2021-04-17 15:30:00+00:00,alpha,TRUE,35,1,a-5
2599,2021-07-11 19:13:41.312633+00:00,x,y,2021-08-07 07:00:00+00:00,2021-08-07 09:00:00+00:00,alpha,TRUE,35,1,a-5
2600,2021-05-17 04:46:17.019618+00:00,x,y,2021-05-25 11:00:00+00:00,2021-05-25 12:55:00+00:00,beta,TRUE,20,0,b-69
2601,2021-05-30 04:30:55.722828+00:00,x,y,2021-06-14 05:00:00+00:00,2021-06-14 07:00:00+00:00,gamma,TRUE,20,2,c-2
2602,2021-04-22 11:18:28.217916+00:00,x,y,2021-04-25 17:00:00+00:00,2021-04-25 18:59:00+00:00,gamma,TRUE,20,1,c-6
2603,2021-08-19 16:02:30.412565+00:00,x,y,2021-09-03 04:40:00+00:00,2021-09-03 06:40:00+00:00,omega,TRUE,20,1,d-1
2604,2021-08-23 12:47:04.340055+00:00,x,y,2021-10-24 17:00:00+00:00,2021-10-24 18:59:00+00:00,gamma,TRUE,20,2,c-6
2605,2021-01-30 18:37:18.869224+00:00,x,y,2021-02-15 13:30:00+00:00,2021-02-15 15:40:00+00:00,alpha,TRUE,0,0,a-5
2606,2021-03-17 12:30:26.329862+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,TRUE,35,1,a-7
